filename,subject,format,prompt
"lanzhou-noodles_arroz-carne-estofada.png","Arroz con carne estofada (红烧牛肉盖饭), de la sección ""炒饭类 · Arroz y chaufa"".","1:1","SUJETO: Arroz con carne estofada (红烧牛肉盖饭), de la sección ""炒饭类 · Arroz y chaufa"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_arroz-pollo-gran-plato.png","Arroz con pollo estilo «gran plato» (大盘鸡盖饭), de la sección ""炒饭类 · Arroz y chaufa"".","1:1","SUJETO: Arroz con pollo estilo «gran plato» (大盘鸡盖饭), de la sección ""炒饭类 · Arroz y chaufa"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_gran-plato-pollo.png","Pollo estilo «gran plato», especialidad de la casa (para compartir) (特色大盘鸡), de la sección ""西北特色小炒 · Especialidades del Noroeste"".","1:1","SUJETO: Pollo estilo «gran plato», especialidad de la casa (para compartir) (特色大盘鸡), de la sección ""西北特色小炒 · Especialidades del Noroeste"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_ternera-fria.png","Ternera fría en rodajas (凉拌牛肉), de la sección ""西北特色小炒 · Especialidades del Noroeste"".","1:1","SUJETO: Ternera fría en rodajas (凉拌牛肉), de la sección ""西北特色小炒 · Especialidades del Noroeste"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_ternera-estofada.png","Ternera estofada (红烧牛肉), de la sección ""西北特色小炒 · Especialidades del Noroeste"".","1:1","SUJETO: Ternera estofada (红烧牛肉), de la sección ""西北特色小炒 · Especialidades del Noroeste"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_ternera-comino.png","Ternera al comino (孜然牛肉), de la sección ""西北特色小炒 · Especialidades del Noroeste"".","1:1","SUJETO: Ternera al comino (孜然牛肉), de la sección ""西北特色小炒 · Especialidades del Noroeste"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_ternera-cebolla.png","Ternera salteada con cebolla (葱爆牛肉), de la sección ""西北特色小炒 · Especialidades del Noroeste"".","1:1","SUJETO: Ternera salteada con cebolla (葱爆牛肉), de la sección ""西北特色小炒 · Especialidades del Noroeste"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_papa-pimiento-verde.png","Tiras de papa con pimiento verde (青椒土豆丝), de la sección ""西北特色小炒 · Especialidades del Noroeste"".","1:1","SUJETO: Tiras de papa con pimiento verde (青椒土豆丝), de la sección ""西北特色小炒 · Especialidades del Noroeste"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_col-agria-picante.png","Col agria picante (酸辣白菜), de la sección ""西北特色小炒 · Especialidades del Noroeste"".","1:1","SUJETO: Col agria picante (酸辣白菜), de la sección ""西北特色小炒 · Especialidades del Noroeste"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_brocheta-cordero.png","Brocheta de cordero (羊肉串), de la sección ""小吃类 · Bocadillos"".","1:1","SUJETO: Brocheta de cordero (羊肉串), de la sección ""小吃类 · Bocadillos"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
