filename,subject,format,prompt
"punto-azul_arroz-punto-azul.png","Arroz Punto Azul (Arroces y Tacu Tacus): Arroz al culantro con salsa cremosa de calamar, langostino y pulpo. Ingredientes: Arroz, Culantro, Calamar, Langostino.","1:1","SUJETO: Arroz Punto Azul (Arroces y Tacu Tacus): Arroz al culantro con salsa cremosa de calamar, langostino y pulpo. Ingredientes: Arroz, Culantro, Calamar, Langostino. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_arroz-con-langostinos.png","Arroz con langostinos (Arroces y Tacu Tacus): Atamalado arroz envuelto con langostinos al dente y el secreto marino del fundador. Ingredientes: Arroz, Langostinos.","1:1","SUJETO: Arroz con langostinos (Arroces y Tacu Tacus): Atamalado arroz envuelto con langostinos al dente y el secreto marino del fundador. Ingredientes: Arroz, Langostinos. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_chaufa-de-mariscos.png","Chaufa de mariscos (Arroces y Tacu Tacus): Al wok con el secreto capón, esta vez con mariscos. Ingredientes: Arroz chaufa, Mariscos, Capón.","1:1","SUJETO: Chaufa de mariscos (Arroces y Tacu Tacus): Al wok con el secreto capón, esta vez con mariscos. Ingredientes: Arroz chaufa, Mariscos, Capón. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_chaufa-de-pescado.png","Chaufa de pescado (Arroces y Tacu Tacus): Al wok con el secreto capón. Ingredientes: Arroz chaufa, Pescado, Capón.","1:1","SUJETO: Chaufa de pescado (Arroces y Tacu Tacus): Al wok con el secreto capón. Ingredientes: Arroz chaufa, Pescado, Capón. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_risotto-a-la-parmesana-con-langostinos.png","Risotto a la parmesana con langostinos (Arroces y Tacu Tacus): Cremoso arborio al ají amarillo con langostinos flambeados al vino blanco. Ingredientes: Arborio, Ají amarillo, Langostinos, Parmesano.","1:1","SUJETO: Risotto a la parmesana con langostinos (Arroces y Tacu Tacus): Cremoso arborio al ají amarillo con langostinos flambeados al vino blanco. Ingredientes: Arborio, Ají amarillo, Langostinos, Parmesano. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_risotto-a-la-parmesana-con-pescado.png","Risotto a la parmesana con pescado (Arroces y Tacu Tacus): Cremoso arborio al ají amarillo con crocantes pescaditos al panko. Ingredientes: Arborio, Ají amarillo, Pescado, Parmesano.","1:1","SUJETO: Risotto a la parmesana con pescado (Arroces y Tacu Tacus): Cremoso arborio al ají amarillo con crocantes pescaditos al panko. Ingredientes: Arborio, Ají amarillo, Pescado, Parmesano. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_tacu-tacu-con-lomo-saltado.png","Tacu tacu con lomo saltado (Arroces y Tacu Tacus): Jugosos dados de lomo al wok coronan nuestro famoso tacu tacu tradicional. Ingredientes: Frejoles, Arroz, Lomo.","1:1","SUJETO: Tacu tacu con lomo saltado (Arroces y Tacu Tacus): Jugosos dados de lomo al wok coronan nuestro famoso tacu tacu tradicional. Ingredientes: Frejoles, Arroz, Lomo. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_tacu-tacu-con-salsa-a-lo-macho.png","Tacu tacu con salsa a lo macho (Arroces y Tacu Tacus): Tradicional mezcla de arroz y frejoles bañados con cremosa salsa de mariscos a lo macho. Ingredientes: Frejoles, Arroz, Mariscos, A lo macho.","1:1","SUJETO: Tacu tacu con salsa a lo macho (Arroces y Tacu Tacus): Tradicional mezcla de arroz y frejoles bañados con cremosa salsa de mariscos a lo macho. Ingredientes: Frejoles, Arroz, Mariscos, A lo macho. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_tacu-tacu-especial.png","Tacu tacu especial (Arroces y Tacu Tacus): Cremosa y deliciosa mezcla de arroz y frejoles más pescado apanado. Ingredientes: Frejoles, Arroz, Pescado apanado.","1:1","SUJETO: Tacu tacu especial (Arroces y Tacu Tacus): Cremosa y deliciosa mezcla de arroz y frejoles más pescado apanado. Ingredientes: Frejoles, Arroz, Pescado apanado. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_chupe-de-pescado.png","Chupe de pescado (Sopas): Filetes de pescado en caldo especial con zapallo, habas y queso fresco. ¡Una tradición costeña! Ingredientes: Pescado, Zapallo, Habas, Queso fresco.","1:1","SUJETO: Chupe de pescado (Sopas): Filetes de pescado en caldo especial con zapallo, habas y queso fresco. ¡Una tradición costeña! Ingredientes: Pescado, Zapallo, Habas, Queso fresco. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
