filename,subject,format,prompt
"vectaryx_estado-carrito-vacio.png","Ilustración de estado vacío: carrito de pedido vacío, tono amable","1:1","SUJETO: Ilustración de estado vacío: carrito de pedido vacío, tono amable. ESTILO: Ilustración plana moderna, amigable y limpia, estilo editorial de app, paleta neutra suave con un único acento, formas simples, mucho aire, composición centrada, fondo claro, sin texto, sin logotipos ni marcas. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_estado-pedido-enviado.png","Ilustración de éxito: pedido enviado a cocina, check de confirmación","1:1","SUJETO: Ilustración de éxito: pedido enviado a cocina, check de confirmación. ESTILO: Ilustración plana moderna, amigable y limpia, estilo editorial de app, paleta neutra suave con un único acento, formas simples, mucho aire, composición centrada, fondo claro, sin texto, sin logotipos ni marcas. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_estado-pago-exitoso.png","Ilustración de éxito: pago realizado correctamente","1:1","SUJETO: Ilustración de éxito: pago realizado correctamente. ESTILO: Ilustración plana moderna, amigable y limpia, estilo editorial de app, paleta neutra suave con un único acento, formas simples, mucho aire, composición centrada, fondo claro, sin texto, sin logotipos ni marcas. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_estado-cocina-sin-pedidos.png","Ilustración de estado vacío: cocina sin comandas pendientes, todo al día","1:1","SUJETO: Ilustración de estado vacío: cocina sin comandas pendientes, todo al día. ESTILO: Ilustración plana moderna, amigable y limpia, estilo editorial de app, paleta neutra suave con un único acento, formas simples, mucho aire, composición centrada, fondo claro, sin texto, sin logotipos ni marcas. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_estado-carta-vacia.png","Ilustración de estado vacío: aún no hay platos en la carta","1:1","SUJETO: Ilustración de estado vacío: aún no hay platos en la carta. ESTILO: Ilustración plana moderna, amigable y limpia, estilo editorial de app, paleta neutra suave con un único acento, formas simples, mucho aire, composición centrada, fondo claro, sin texto, sin logotipos ni marcas. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_estado-error.png","Ilustración de error amable: algo salió mal, reintentar","1:1","SUJETO: Ilustración de error amable: algo salió mal, reintentar. ESTILO: Ilustración plana moderna, amigable y limpia, estilo editorial de app, paleta neutra suave con un único acento, formas simples, mucho aire, composición centrada, fondo claro, sin texto, sin logotipos ni marcas. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_estado-sin-conexion.png","Ilustración de sin conexión a internet","1:1","SUJETO: Ilustración de sin conexión a internet. ESTILO: Ilustración plana moderna, amigable y limpia, estilo editorial de app, paleta neutra suave con un único acento, formas simples, mucho aire, composición centrada, fondo claro, sin texto, sin logotipos ni marcas. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_estado-local-en-pausa.png","Ilustración: el restaurante no está recibiendo pedidos ahora (en pausa)","1:1","SUJETO: Ilustración: el restaurante no está recibiendo pedidos ahora (en pausa). ESTILO: Ilustración plana moderna, amigable y limpia, estilo editorial de app, paleta neutra suave con un único acento, formas simples, mucho aire, composición centrada, fondo claro, sin texto, sin logotipos ni marcas. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_estado-sin-resultados.png","Ilustración de búsqueda sin resultados","1:1","SUJETO: Ilustración de búsqueda sin resultados. ESTILO: Ilustración plana moderna, amigable y limpia, estilo editorial de app, paleta neutra suave con un único acento, formas simples, mucho aire, composición centrada, fondo claro, sin texto, sin logotipos ni marcas. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_placeholder-ceviche.png","Placeholder ilustrado de un ceviche genérico, apetitoso pero neutral","1:1","SUJETO: Placeholder ilustrado de un ceviche genérico, apetitoso pero neutral. ESTILO: Ilustración plana moderna, amigable y limpia, estilo editorial de app, paleta neutra suave con un único acento, formas simples, mucho aire, composición centrada, fondo claro, sin texto, sin logotipos ni marcas. SALIDA: una sola imagen 1:1 (1024x1024)."
