filename,subject,format,prompt
"vectaryx_cat-arroces.png","Ícono de categoría Arroces y tacu tacus: tazón de arroz","1:1","SUJETO: Ícono de categoría Arroces y tacu tacus: tazón de arroz. ESTILO: Ícono vectorial plano y minimalista, trazo de grosor uniforme, un solo color tinta gris pizarra sobre fondo transparente (pensado para teñirse con el color de marca de cada restaurante), esquinas suaves, sin texto, sin sombras ni degradados, legible a 24 px. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_cat-pastas.png","Ícono de categoría Pastas: plato de spaghetti con tenedor enrollando","1:1","SUJETO: Ícono de categoría Pastas: plato de spaghetti con tenedor enrollando. ESTILO: Ícono vectorial plano y minimalista, trazo de grosor uniforme, un solo color tinta gris pizarra sobre fondo transparente (pensado para teñirse con el color de marca de cada restaurante), esquinas suaves, sin texto, sin sombras ni degradados, legible a 24 px. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_cat-parrilla.png","Ícono de categoría Parrilla y carnes: corte de carne a la parrilla","1:1","SUJETO: Ícono de categoría Parrilla y carnes: corte de carne a la parrilla. ESTILO: Ícono vectorial plano y minimalista, trazo de grosor uniforme, un solo color tinta gris pizarra sobre fondo transparente (pensado para teñirse con el color de marca de cada restaurante), esquinas suaves, sin texto, sin sombras ni degradados, legible a 24 px. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_cat-pollo-brasa.png","Ícono de categoría Pollo a la brasa: cuarto de pollo con papas","1:1","SUJETO: Ícono de categoría Pollo a la brasa: cuarto de pollo con papas. ESTILO: Ícono vectorial plano y minimalista, trazo de grosor uniforme, un solo color tinta gris pizarra sobre fondo transparente (pensado para teñirse con el color de marca de cada restaurante), esquinas suaves, sin texto, sin sombras ni degradados, legible a 24 px. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_cat-chifa.png","Ícono de categoría Chifa y wok: sartén wok con palitos chinos","1:1","SUJETO: Ícono de categoría Chifa y wok: sartén wok con palitos chinos. ESTILO: Ícono vectorial plano y minimalista, trazo de grosor uniforme, un solo color tinta gris pizarra sobre fondo transparente (pensado para teñirse con el color de marca de cada restaurante), esquinas suaves, sin texto, sin sombras ni degradados, legible a 24 px. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_cat-pizzas.png","Ícono de categoría Pizzas: porción de pizza triangular","1:1","SUJETO: Ícono de categoría Pizzas: porción de pizza triangular. ESTILO: Ícono vectorial plano y minimalista, trazo de grosor uniforme, un solo color tinta gris pizarra sobre fondo transparente (pensado para teñirse con el color de marca de cada restaurante), esquinas suaves, sin texto, sin sombras ni degradados, legible a 24 px. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_cat-hamburguesas.png","Ícono de categoría Hamburguesas: hamburguesa en capas","1:1","SUJETO: Ícono de categoría Hamburguesas: hamburguesa en capas. ESTILO: Ícono vectorial plano y minimalista, trazo de grosor uniforme, un solo color tinta gris pizarra sobre fondo transparente (pensado para teñirse con el color de marca de cada restaurante), esquinas suaves, sin texto, sin sombras ni degradados, legible a 24 px. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_cat-sanduches.png","Ícono de categoría Sánguches: sándwich en diagonal","1:1","SUJETO: Ícono de categoría Sánguches: sándwich en diagonal. ESTILO: Ícono vectorial plano y minimalista, trazo de grosor uniforme, un solo color tinta gris pizarra sobre fondo transparente (pensado para teñirse con el color de marca de cada restaurante), esquinas suaves, sin texto, sin sombras ni degradados, legible a 24 px. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_cat-ensaladas.png","Ícono de categoría Ensaladas: bowl con hojas verdes","1:1","SUJETO: Ícono de categoría Ensaladas: bowl con hojas verdes. ESTILO: Ícono vectorial plano y minimalista, trazo de grosor uniforme, un solo color tinta gris pizarra sobre fondo transparente (pensado para teñirse con el color de marca de cada restaurante), esquinas suaves, sin texto, sin sombras ni degradados, legible a 24 px. SALIDA: una sola imagen 1:1 (1024x1024)."
"vectaryx_cat-mariscos.png","Ícono de categoría Mariscos: langostino o concha","1:1","SUJETO: Ícono de categoría Mariscos: langostino o concha. ESTILO: Ícono vectorial plano y minimalista, trazo de grosor uniforme, un solo color tinta gris pizarra sobre fondo transparente (pensado para teñirse con el color de marca de cada restaurante), esquinas suaves, sin texto, sin sombras ni degradados, legible a 24 px. SALIDA: una sola imagen 1:1 (1024x1024)."
