filename,subject,format,prompt
"punto-azul_yuca.png","Yuca (Extras): Porción de yuca. Ingredientes: Yuca.","1:1","SUJETO: Yuca (Extras): Porción de yuca. Ingredientes: Yuca. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_merengado-de-chirimoya.png","Merengado de chirimoya (Postres): ","1:1","SUJETO: Merengado de chirimoya (Postres):  ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_suspiro-limeno.png","Suspiro limeño (Postres): ","1:1","SUJETO: Suspiro limeño (Postres):  ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_torta-de-chocolate.png","Torta de chocolate (Postres): ","1:1","SUJETO: Torta de chocolate (Postres):  ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_tres-leches.png","Tres leches (Postres): ","1:1","SUJETO: Tres leches (Postres):  ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_jarra-de-chicha.png","Jarra de chicha (Bebidas): ","1:1","SUJETO: Jarra de chicha (Bebidas):  ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_jarra-de-limonada.png","Jarra de limonada (Bebidas): ","1:1","SUJETO: Jarra de limonada (Bebidas):  ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_chilcano-clasico.png","Chilcano Clásico (Piscos y Cócteles): Pisco, jugo de limón, amargo de angostura y ginger ale Ingredientes: Pisco, Limón, Ginger ale.","1:1","SUJETO: Chilcano Clásico (Piscos y Cócteles): Pisco, jugo de limón, amargo de angostura y ginger ale Ingredientes: Pisco, Limón, Ginger ale. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_chilcano-rosa.png","Chilcano Rosa (Piscos y Cócteles): Pisco y Pink Soda (toronja) Ingredientes: Pisco, Toronja.","1:1","SUJETO: Chilcano Rosa (Piscos y Cócteles): Pisco y Pink Soda (toronja) Ingredientes: Pisco, Toronja. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_gin-tonic.png","Gin Tonic (Piscos y Cócteles): Gin Tanqueray Ten o La República y agua tónica Ingredientes: Gin, Agua tónica.","1:1","SUJETO: Gin Tonic (Piscos y Cócteles): Gin Tanqueray Ten o La República y agua tónica Ingredientes: Gin, Agua tónica. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
