filename,subject,format,prompt
"punto-azul_causa-de-pulpa-de-cangrejo.png","Causa de pulpa de cangrejo (Causas): Con el punto perfecto de mayonesa de la casa. Ingredientes: Papa amarilla, Cangrejo, Mayonesa.","1:1","SUJETO: Causa de pulpa de cangrejo (Causas): Con el punto perfecto de mayonesa de la casa. Ingredientes: Papa amarilla, Cangrejo, Mayonesa. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_causa-de-pulpo-al-olivo.png","Causa de pulpo al olivo (Causas): Bañada en salsa de olivo y mayonesa. Ingredientes: Papa amarilla, Pulpo, Olivo.","1:1","SUJETO: Causa de pulpo al olivo (Causas): Bañada en salsa de olivo y mayonesa. Ingredientes: Papa amarilla, Pulpo, Olivo. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_pescado-punto-azul.png","Pescado Punto Azul (Pescados): Relleno con jamón y queso. Elige 2 guarniciones: arroz, puré o ensalada. Ingredientes: Pescado, Jamón, Queso.","1:1","SUJETO: Pescado Punto Azul (Pescados): Relleno con jamón y queso. Elige 2 guarniciones: arroz, puré o ensalada. Ingredientes: Pescado, Jamón, Queso. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_pescado-a-la-plancha.png","Pescado a la plancha (Pescados): Filete a la plancha. Elige 2 guarniciones: arroz, puré o ensalada. Ingredientes: Pescado, A la plancha.","1:1","SUJETO: Pescado a la plancha (Pescados): Filete a la plancha. Elige 2 guarniciones: arroz, puré o ensalada. Ingredientes: Pescado, A la plancha. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_pescado-apanado.png","Pescado apanado (Pescados): Filete apanado. Elige 2 guarniciones: arroz, puré o ensalada. Ingredientes: Pescado, Apanado.","1:1","SUJETO: Pescado apanado (Pescados): Filete apanado. Elige 2 guarniciones: arroz, puré o ensalada. Ingredientes: Pescado, Apanado. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_fettuccini-a-la-huancaina.png","Fettuccini a la huancaína (Pastas): Fettuccini en exquisita salsa huancaína, a base de ajíes y quesos andinos, con crocantes langostinos al panko. Ingredientes: Fettuccini, Ají amarillo, Langostinos.","1:1","SUJETO: Fettuccini a la huancaína (Pastas): Fettuccini en exquisita salsa huancaína, a base de ajíes y quesos andinos, con crocantes langostinos al panko. Ingredientes: Fettuccini, Ají amarillo, Langostinos. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_fettuccini-a-la-huancaina-con-lomo-saltado.png","Fettuccini a la huancaína con lomo saltado (Pastas): Jugosos dados de lomo al wok coronan nuestra exquisita pasta huancaína. Ingredientes: Fettuccini, Huancaína, Lomo.","1:1","SUJETO: Fettuccini a la huancaína con lomo saltado (Pastas): Jugosos dados de lomo al wok coronan nuestra exquisita pasta huancaína. Ingredientes: Fettuccini, Huancaína, Lomo. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_spaghetti-a-lo-alfredo.png","Spaghetti a lo Alfredo (Pastas): Spaghetti en cremosa salsa de la casa, trocitos de jamón y toques de parmesano. Ingredientes: Spaghetti, Jamón, Parmesano.","1:1","SUJETO: Spaghetti a lo Alfredo (Pastas): Spaghetti en cremosa salsa de la casa, trocitos de jamón y toques de parmesano. Ingredientes: Spaghetti, Jamón, Parmesano. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_spaghetti-al-pesto-genoves.png","Spaghetti al pesto genovés (Pastas): Tradicional salsa de albahaca, queso parmesano, aceite de oliva y nueces, servido con langostinos. Ingredientes: Spaghetti, Albahaca, Parmesano, Langostinos.","1:1","SUJETO: Spaghetti al pesto genovés (Pastas): Tradicional salsa de albahaca, queso parmesano, aceite de oliva y nueces, servido con langostinos. Ingredientes: Spaghetti, Albahaca, Parmesano, Langostinos. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_aeropuerto-montado.png","Aeropuerto montado (Arroces y Tacu Tacus): Arroz frito al wok con frejol y tallarín chino, montado con tortilla jugosa, chicharrón de pescado, sarza criolla y palta. Ingredientes: Arroz frito, Frejol, Tallarín, Tortilla.","1:1","SUJETO: Aeropuerto montado (Arroces y Tacu Tacus): Arroz frito al wok con frejol y tallarín chino, montado con tortilla jugosa, chicharrón de pescado, sarza criolla y palta. Ingredientes: Arroz frito, Frejol, Tallarín, Tortilla. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
