filename,subject,format,prompt
"lanzhou-noodles_tallarin-lanzhou.png","Tallarín con carne estilo Lanzhou — el plato de la casa (牛肉拉面), de la sección ""面食类 · Tallarines"".","1:1","SUJETO: Tallarín con carne estilo Lanzhou — el plato de la casa (牛肉拉面), de la sección ""面食类 · Tallarines"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_tallarin-carne-estofada.png","Tallarín con carne estofada (红烧牛肉面), de la sección ""面食类 · Tallarines"".","1:1","SUJETO: Tallarín con carne estofada (红烧牛肉面), de la sección ""面食类 · Tallarines"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_tallarin-col-encurtida.png","Tallarín con carne y col encurtida (酸菜牛肉面), de la sección ""面食类 · Tallarines"".","1:1","SUJETO: Tallarín con carne y col encurtida (酸菜牛肉面), de la sección ""面食类 · Tallarines"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_tallarin-cortado-a-cuchillo.png","Tallarín con carne, cortado a cuchillo (牛肉刀削面), de la sección ""面食类 · Tallarines"".","1:1","SUJETO: Tallarín con carne, cortado a cuchillo (牛肉刀削面), de la sección ""面食类 · Tallarines"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_tallarin-tomate-huevo.png","Tallarín con tomate y huevo (番茄鸡蛋面), de la sección ""面食类 · Tallarines"".","1:1","SUJETO: Tallarín con tomate y huevo (番茄鸡蛋面), de la sección ""面食类 · Tallarines"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_mezclado-carne-papas.png","Tallarín mezclado con carne y papas (土豆烧牛肉拌面), de la sección ""拌面类 · Tallarines mezclados"".","1:1","SUJETO: Tallarín mezclado con carne y papas (土豆烧牛肉拌面), de la sección ""拌面类 · Tallarines mezclados"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_mezclado-pollo-gran-plato.png","Tallarín mezclado con pollo estilo «gran plato» (大盘鸡拌面), de la sección ""拌面类 · Tallarines mezclados"".","1:1","SUJETO: Tallarín mezclado con pollo estilo «gran plato» (大盘鸡拌面), de la sección ""拌面类 · Tallarines mezclados"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_mezclado-salteado-carne.png","Tallarín salteado con carne (牛肉炒拉条（拉条子）), de la sección ""拌面类 · Tallarines mezclados"".","1:1","SUJETO: Tallarín salteado con carne (牛肉炒拉条（拉条子）), de la sección ""拌面类 · Tallarines mezclados"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_mezclado-salsa-cebolla.png","Tallarín con salsa de cebolla (葱油拌面), de la sección ""拌面类 · Tallarines mezclados"".","1:1","SUJETO: Tallarín con salsa de cebolla (葱油拌面), de la sección ""拌面类 · Tallarines mezclados"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"lanzhou-noodles_chaufa-carne-col.png","Chaufa con carne y col encurtida (酸菜牛肉炒饭), de la sección ""炒饭类 · Arroz y chaufa"".","1:1","SUJETO: Chaufa con carne y col encurtida (酸菜牛肉炒饭), de la sección ""炒饭类 · Arroz y chaufa"". ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de restaurante chino del noroeste (cocina de Lanzhou, fideos tirados a mano). Un solo plato servido en vajilla de restaurante sencilla —cuenco hondo de cerámica o plato blanco—, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de mesa de madera oscura, vapor visible si el plato va caliente, colores intensos: el rojo del aceite de chile, el verde del cilantro y el cebollín. Alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
