filename,subject,format,prompt
"punto-azul_parihuela.png","Parihuela (Sopas): Pescado y mariscos cocidos en caldo concentrado de choros. Ingredientes: Pescado, Mariscos, Choros.","1:1","SUJETO: Parihuela (Sopas): Pescado y mariscos cocidos en caldo concentrado de choros. Ingredientes: Pescado, Mariscos, Choros. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_sudado.png","Sudado (Sopas): Pescado cocido en caldo atomatado. Ingredientes: Pescado, Tomate, Cebolla.","1:1","SUJETO: Sudado (Sopas): Pescado cocido en caldo atomatado. Ingredientes: Pescado, Tomate, Cebolla. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_arroz-con-champinones.png","Arroz con champiñones (Vegetarianos): Champiñones salteados y jugosos acompañan nuestro tradicional arroz atamalado. Ingredientes: Champiñones, Arroz.","1:1","SUJETO: Arroz con champiñones (Vegetarianos): Champiñones salteados y jugosos acompañan nuestro tradicional arroz atamalado. Ingredientes: Champiñones, Arroz. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_chaufa-de-champinones.png","Chaufa de champiñones (Vegetarianos): Champiñones salteados al wok que envuelven nuestra receta Capón. Ingredientes: Champiñones, Arroz, Capón.","1:1","SUJETO: Chaufa de champiñones (Vegetarianos): Champiñones salteados al wok que envuelven nuestra receta Capón. Ingredientes: Champiñones, Arroz, Capón. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_milanesa-de-pollo-a-la-napolitana.png","Milanesa de pollo a la napolitana (El Especial): Milanesa napolitana con salsa de tomate, queso y jamón. Acompañada con pasta corta a lo alfredo o pesto. Ingredientes: Pollo, Tomate, Queso, Jamón.","1:1","SUJETO: Milanesa de pollo a la napolitana (El Especial): Milanesa napolitana con salsa de tomate, queso y jamón. Acompañada con pasta corta a lo alfredo o pesto. Ingredientes: Pollo, Tomate, Queso, Jamón. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_arroz.png","Arroz (Extras): Porción de arroz. Ingredientes: Arroz.","1:1","SUJETO: Arroz (Extras): Porción de arroz. Ingredientes: Arroz. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_choclo.png","Choclo (Extras): Porción de choclo. Ingredientes: Choclo.","1:1","SUJETO: Choclo (Extras): Porción de choclo. Ingredientes: Choclo. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_ensalada.png","Ensalada (Extras): Porción de ensalada fresca. Ingredientes: Ensalada.","1:1","SUJETO: Ensalada (Extras): Porción de ensalada fresca. Ingredientes: Ensalada. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_pan-al-ajo.png","Pan al ajo (Extras): Porción de pan al ajo de la casa. Ingredientes: Pan, Ajo.","1:1","SUJETO: Pan al ajo (Extras): Porción de pan al ajo de la casa. Ingredientes: Pan, Ajo. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_pure.png","Puré (Extras): Porción de puré. Ingredientes: Papa.","1:1","SUJETO: Puré (Extras): Porción de puré. Ingredientes: Papa. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
